hour,A,AG,AL,AP,AU,BU,C,CF,CU,EG,FG,HC,I,J,JD,JM,M,MA,NI,P,PP,RB,RM,RU,SF,SM,SR,TA,Y,ZC,ZN
2013-01-04 09:45:00,4590.0,5955.0,15125.0,,327.99,,2351.0,20000.0,57760.0,,1382.0,,,1618.0,,,3820.0,,,6348.0,,3896.0,2366.0,25900.0,,,5622.0,8792.0,9090.0,,15360.0
2013-01-04 10:55:00,4590.0,5969.0,15125.0,,329.4,,2332.0,20000.0,57660.0,,1399.0,,,1618.0,,,3799.0,,,6278.0,,3850.0,2372.0,25865.0,,,5660.0,8798.0,9090.0,,15310.0
2013-01-04 13:55:00,4600.0,5975.0,15125.0,,329.4,,2333.0,20000.0,57700.0,,1422.0,,,1618.0,,,3780.0,,,6278.0,,3869.0,2365.0,25845.0,,,5665.0,8798.0,9090.0,,15300.0
2013-01-04 14:55:00,4600.0,5968.0,15125.0,,330.3,,2310.0,19970.0,57700.0,,1422.0,,,1618.0,,,3790.0,,,6278.0,,3869.0,2373.0,25800.0,,,5636.0,8798.0,9090.0,,15310.0
2013-01-07 09:45:00,4638.668988811483,6146.683937823836,15120.0,,330.46706928120017,,2310.0,20058.87172774869,57589.48542024014,,1428.8889659958365,,,1622.3991299619358,,,3804.6511627906975,,,6299.567706842256,,3895.08966033966,2457.0,25760.709823963658,,,5654.083422459893,8918.545959712896,9121.287287746673,,15320.050064599482
2013-01-07 10:55:00,4632.81085074942,6166.846443711728,15115.062050947097,,330.9938810466008,,2308.1112019623874,20074.55497382199,57638.84219554031,,1426.9167244968771,,,1619.7596519847746,,,3794.186046511628,,,6270.810764385916,,3879.6291208791213,2457.0,25785.118303993946,,,5679.199286987522,8974.183838851586,9085.828361633778,,15329.949935400515
2013-01-07 13:55:00,4626.9527126873545,6139.0029831998745,15100.248203788376,,330.61340588270036,,2309.055600981194,20074.55497382199,57520.385934819904,,1422.972241498959,,,1606.5622620989664,,,3783.720930232558,,,6251.040366447181,,3871.8988511488506,2445.0,25516.6250236608,,,5706.3244206773625,8955.637879138689,9071.227627351996,,15305.200258397932
2013-01-07 14:55:00,4619.141861937936,6134.202386559898,15080.496407576748,,330.4475577343336,,2309.055600981194,20095.465968586388,57392.05831903945,,1438.7501734906314,,,1591.605220228385,,,3793.0232558139533,,,6260.026910964786,,3863.2022977022975,2457.0,25423.872799545712,,,5687.236363636363,8941.213243806436,9058.712712253327,,15230.95122739018
2013-01-08 09:45:00,4612.307367532193,6120.76071596797,15080.496407576748,,328.16470675093035,,2308.1112019623874,20132.06020942408,57569.74271012008,,1416.0693962526022,,,1590.7253942359976,,,3801.1627906976746,,,6182.742628113369,,3853.539460539461,2459.0,25414.109407533597,,,5700.296613190732,8953.577216948366,9044.111977971545,,15245.90322580645
2013-01-08 10:55:00,4618.165505594257,6124.60119327995,15065.682560418027,,328.379333766464,,2308.1112019623874,20111.149214659687,57490.771869639815,,1422.972241498959,,,1601.2833061446438,,,3796.511627906977,,,6184.539937016891,,3857.4045954045946,2478.0,25394.58262350937,,,5709.338324420677,8937.091919425793,9023.253786140433,,15226.205676419104
