hour,A,AG,AL,AP,AU,BU,C,CF,CU,EG,FG,HC,I,J,JD,JM,M,MA,NI,P,PP,RB,RM,RU,SF,SM,SR,TA,Y,ZC,ZN
2013-01-04 09:45:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-04 10:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-04 13:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-04 14:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-07 09:45:00,4600.0,5968.0,15125.0,,330.3,,2310.0,19970.0,57700.0,,1422.0,,,1618.0,,,3790.0,,,6278.0,,3869.0,2373.0,25800.0,,,5636.0,8798.0,9090.0,,15310.0
2013-01-07 10:55:00,4600.0,5968.0,15125.0,,330.3,,2310.0,19970.0,57700.0,,1422.0,,,1618.0,,,3790.0,,,6278.0,,3869.0,2373.0,25800.0,,,5636.0,8798.0,9090.0,,15310.0
2013-01-07 13:55:00,4600.0,5968.0,15125.0,,330.3,,2310.0,19970.0,57700.0,,1422.0,,,1618.0,,,3790.0,,,6278.0,,3869.0,2373.0,25800.0,,,5636.0,8798.0,9090.0,,15310.0
2013-01-07 14:55:00,4600.0,5968.0,15125.0,,330.3,,2310.0,19970.0,57700.0,,1422.0,,,1618.0,,,3790.0,,,6278.0,,3869.0,2373.0,25800.0,,,5636.0,8798.0,9090.0,,15310.0
2013-01-08 09:45:00,4619.141861937936,6134.202386559898,15080.496407576748,,330.4475577343336,,2309.055600981194,20095.465968586388,57392.05831903945,,1438.7501734906314,,,1591.605220228385,,,3793.0232558139533,,,6260.026910964786,,3863.2022977022975,2457.0,25423.872799545712,,,5687.236363636363,8941.213243806436,9058.712712253327,,15230.95122739018
2013-01-08 10:55:00,4619.141861937936,6134.202386559898,15080.496407576748,,330.4475577343336,,2309.055600981194,20095.465968586388,57392.05831903945,,1438.7501734906314,,,1591.605220228385,,,3793.0232558139533,,,6260.026910964786,,3863.2022977022975,2457.0,25423.872799545712,,,5687.236363636363,8941.213243806436,9058.712712253327,,15230.95122739018
2013-01-08 13:55:00,4619.141861937936,6134.202386559898,15080.496407576748,,330.4475577343336,,2309.055600981194,20095.465968586388,57392.05831903945,,1438.7501734906314,,,1591.605220228385,,,3793.0232558139533,,,6260.026910964786,,3863.2022977022975,2457.0,25423.872799545712,,,5687.236363636363,8941.213243806436,9058.712712253327,,15230.95122739018
2013-01-08 14:55:00,4619.141861937936,6134.202386559898,15080.496407576748,,330.4475577343336,,2309.055600981194,20095.465968586388,57392.05831903945,,1438.7501734906314,,,1591.605220228385,,,3793.0232558139533,,,6260.026910964786,,3863.2022977022975,2457.0,25423.872799545712,,,5687.236363636363,8941.213243806436,9058.712712253327,,15230.95122739018
2013-01-09 09:45:00,4624.023643656324,6109.23928403203,15050.86871325931,,328.18421829779703,,2320.3883892068684,20105.921465968582,57540.12864493997,,1433.8195697432336,,,1606.5622620989664,,,3827.9069767441856,,,6143.2018322359,,3874.797702297702,2486.0,25550.7968957032,,,5725.412477718361,8935.03125723547,9042.026158788436,,15181.886190297571
2013-01-09 10:55:00,4624.023643656324,6109.23928403203,15050.86871325931,,328.18421829779703,,2320.3883892068684,20105.921465968582,57540.12864493997,,1433.8195697432336,,,1606.5622620989664,,,3827.9069767441856,,,6143.2018322359,,3874.797702297702,2486.0,25550.7968957032,,,5725.412477718361,8935.03125723547,9042.026158788436,,15181.886190297571
2013-01-09 13:55:00,4624.023643656324,6109.23928403203,15050.86871325931,,328.18421829779703,,2320.3883892068684,20105.921465968582,57540.12864493997,,1433.8195697432336,,,1606.5622620989664,,,3827.9069767441856,,,6143.2018322359,,3874.797702297702,2486.0,25550.7968957032,,,5725.412477718361,8935.03125723547,9042.026158788436,,15181.886190297571
